b,bb,g,path,r
-17.3981292783,6.82085775281,-11.7666445196,ANd9GcQk0hXpCb8kt50MFM-Yb5IbmotGwec0b99uUDHMX2J8hRUO4v24fA.jpg,70.3241861563
-3.1465002715,-7.27789215135,-4.38619485647,ANd9GcQk2r6zXi0yhW9Prl2Mm1kXaw_TicQ-V4cLaVfEbLv9HbSvZOIW3Q.jpg,58.2406731853
6.53605788555,-5.22836324558,5.83298213054,ANd9GcQK6VlNG9yem4C3SdssiD8H4rEUzJJNzaLvBTuYdiMT0Ey3MYv1XQ.jpg,55.3348386821
14.3851349425,-7.16718145956,0.632336655146,ANd9GcQkdQ3a5F38NhP_AnCK7juFo2tIQ4RhfPLTJP2u83lxS2OwpTQv.jpg,44.9298745509
8.48693700005,-14.3649072058,-9.30201533144,ANd9GcQKdXI1yshDXXRTsCK0nD4dLfoSs5W1XVor9ACDDEZEVOtRjmYTsw.jpg,58.8138308314
15.8907809329,-10.9415622217,-3.81721051788,ANd9GcQKdYzzKwYZJHBYg8RfpGYMpHpVsn-S2C-B70_toPpJJu6zayNv.jpg,33.5615846585
-0.699964787338,-12.773622228,-7.72991832835,ANd9GcQki0Rg3JNQ2Qtv4FUGub5YCsk7TFBDMRJZECbBSKKjrQSr-F2S6Q.jpg,37.7818078502
4.14226072411,-5.46358024535,15.5513486711,ANd9GcQkiNrf5h7C6b51IRHp6l2ph_iOheb37huKzNw9r4BxFE0hwGi9Cg.jpg,34.0561796644
31.1986153768,6.60354580334,51.906491978,ANd9GcQKjLqmbb_xkNt3KNgpl7KVztn8YYDRsfZvlVDGCkusx3NFH6xyCg.jpg,36.157330913
-45.4440926929,-16.0368130707,-15.3192640501,ANd9GcQKjYb0kFxdKisOvq9WWrpyBgVwCOCVsapzCuLHquSMDZWTadJc.jpg,59.5940291199
-4.49001167021,-8.09930192049,17.6719510737,ANd9GcQkM2nQvq8FPmcA-T6DchVkGohw-sp6KbqMaTtFds61p_0-rLgzQQ.jpg,23.7623364559
3.65338801252,-6.19802196785,2.22108842474,ANd9GcQkOr7i4WJFlKnj2ya8i3qMyl2i2OU89mFmDzJnwhG3kST4G3lCOg.jpg,38.0503212409
-13.6913591176,0.882870580802,-7.96687503076,ANd9GcQktrEKdCuyfZuAMfxs4EWvWrsOUjKFxqy7BHdVieu-5NSuetVRBg.jpg,62.4682354325
-12.282680283,-3.88946173415,-3.45021102332,ANd9GcQkUsy-_l5xFnT0lvU3UkML74uC90uHytfsv7vUQwSpXgNsRyMF.jpg,43.6110503085
18.4526280115,-3.88785581506,30.0810195253,ANd9GcQkvgbtAHAcAQuR_Cx1Cka0X8e0_ExvoAArQQHrBX6drd9WlLP1HA.jpg,21.2415068988
19.2801762133,-9.44236709798,-4.58502827036,ANd9GcQkw3xgi-0fpgQbp6IVDxy3fpYcTYkeMnaUuhBnzkYgrTAQHksLtg.jpg,41.2866017723
-33.8968287532,4.15638728866,-36.0419967085,ANd9GcQl7FBWMWiijWpjI2sQ6BGcRwdQAD6VOxlpYJ47SZljOtDCum86.jpg,77.3224424495
-20.2577726192,-11.6901033921,-6.6475884294,ANd9GcQlCTsTGBIJjgs5Zr3dQbCtIGBVs3FHthCi91bueP1Uf7-mnJu5.jpg,61.9974441077
7.31368940331,-20.3604379576,-3.80580332624,ANd9GcQLdZUsZYNj61o5I17ZWWqSYDTzQtp1wrXevShk6HfrG8mT_zJW.jpg,28.2160598207
14.9184314614,-7.8690361057,-2.34367457667,ANd9GcQLk343TNtdKIm2Cez0FCNQRoaAvT4ErPHsfbvpo3b4oI7r2TJR.jpg,33.1313032525
-18.1193239128,-20.1437524276,-8.54262841774,ANd9GcQlrygVtbatEwplSAUdifUPKViCYiYA93z9YAGMhSUJynAxyDaK_w.jpg,49.057663139
6.10083643681,-1.29657582953,7.05229980507,ANd9GcQls9Ygofmq1jYpH5AMlnc3Tojs2NIIhOLzRm6SDZYDrtuVmXKwLg.jpg,64.7789214024
11.4744483998,-9.1982734715,20.903347887,ANd9GcQlt4qW_ijd2-JdjjI617P80tav1GU-CrF3RqCSNSZRWNu9bI9A.jpg,18.303679596
-2.61231890509,-7.04127410072,-3.84545281188,ANd9GcQltg7ksBMOTINiXB448-nTTSeBwZWzzQLUaI53Xtewd_WDqk0G.jpg,44.3168958721
38.7086967884,-5.95714731215,56.1414729541,ANd9GcQL_1nrlxymSF09n8ilgnqCn6SijOauuoDMh2JiAsSeU5zhhagJ.jpg,47.314005461
-4.73605350602,-14.6068403316,-7.62010844457,ANd9GcQM38N2aXAH-RQz2UmlHUTLouR6mHWiDvIPVsbdJew5J8h-u38F.jpg,46.6444332181
-29.4395883891,-13.921204044,7.68698577725,ANd9GcQm3Dvfoztf_kp79I9Lr487O3KOFJeo9q0E2TmbrBr9hz9MgKcB.jpg,45.9876274118
-5.29486828578,-3.17316830331,-1.58784371585,ANd9GcQM4l8aL1ZUPs5cnFI1274zF0K-LkRiYzRZCBX89thjYlTadkTxMg.jpg,42.4520915827
-7.6728612275,-17.2156313569,-5.82101866958,ANd9GcQMAVmx5-HIQ_nyIXU88jmbN1LRb6Qq88VM2VFSyCcVKuifFNcE.jpg,44.081676825
11.3561011562,-6.8617799594,34.39108627,ANd9GcQMLiOIwamPqz4FKFXyUH_hf2bstJvVft__uyvyFNzb5b9lyA5A.jpg,43.8800533542
17.260196287,-21.4862412438,-2.5924583674,ANd9GcQmtbzAniQuL3GzHmFiU9HqkqypbvpckUT4EHGCMckDF9ioqsY_.jpg,41.1983804831
-19.6797203813,-14.2087476858,-9.29013618064,ANd9GcQMz3JJJ1i5sjH4dsVykz3AfHJ2ydIwrMhOi2jMjSzAVjFHpYKC.jpg,63.8806361172
33.975788547,-14.4890455304,-6.6799369037,ANd9GcQN40nY6Okwg3d6q61keJGFbQXJEdP0ycZrnLYhaNUC8znmVlQj.jpg,35.916413995
-3.54346023685,11.8544633517,-3.12349977779,ANd9GcQndGVJcrDZM8cBi69myoXRvpUdKgHyJ3RHqcsVwIU6jBroqkHB.jpg,78.0914802941
5.44954239971,-9.46782109404,3.56900465535,ANd9GcQNGv5T6vc79K6gdEcENjpADS-pcO5KRByONc0aYPr-TA0EQJBXlw.jpg,49.4157906384
-3.06917508294,-23.1646600076,-19.6028402598,ANd9GcQNiGQ5n9agpOwOAH3GLiKzKBOxbJJJqXZVrNergPCebkm0kfeUDg.jpg,37.9094369313
-3.1555868572,-17.8679088261,-4.60208963505,ANd9GcQnLG3qS2zzZIqacY5IlCixrjjrGUbTbJ10WPnGcLqAIgfvER5j.jpg,35.2194001872
-3.99431999894,-17.7416791347,-0.955243330075,ANd9GcQnoD2vheoLFeC5qR_u9lcApv4Rlz8A_mHe1Jlpf_sfGHbzporW.jpg,39.5744374993
-3.36282899196,-15.7588871617,-8.88527364165,ANd9GcQNqBA9TaMBWaislhYerZBbcusu2DYC6UH-fFU5KOs9R8rXIF7e.jpg,39.8046748411
19.2174844506,-10.3203068432,-1.36445040244,ANd9GcQnubWNfrZSMTAXzRcO-sVpv8grl5WSVZ_-HcTZ-O8bzc4-5ddp6Q.jpg,31.447700289
24.0263362641,-5.52565705575,34.0352684342,ANd9GcQnv0pUXS5Xl3ky7Ku1rCSQZrV6LvuoDwxdWXXc2wk8eNT28i0C.jpg,31.2522586878
-10.7418517054,13.9508152675,-5.97943793503,ANd9GcQnWPitCRAiuKZ-FXAq29ip3rU4-Nf4SgLFfAK-ncbsNj0lfE1Tbg.jpg,79.9504740333
-5.06504915545,-21.2786627144,7.70029739538,ANd9GcQnxvEJ5AWcEGKUHWBzGq9liE4hyLGsqeiri7qdGxUcKws7U63R.jpg,59.4323842269
28.2719948368,-2.40743173045,54.9122488283,ANd9GcQnZHVefsHYMTQ0GyJSCnmQ5hCQUHpz9a42Mo3c31GuZeppOPKHow.jpg,34.6468095169
2.23706095996,-4.69940874741,-0.829923571702,ANd9GcQo-vUqELyjz6eyuhbu-8x-uXTRtIipFv3pYlOnnzta5F32Sh6s.jpg,37.9609620272
-3.71162338607,7.29050796632,-0.980597297788,ANd9GcQO2tk65UiRmtsdIEtr69urhDbjohFboozxLBHm8TaMT-JXbl2t.jpg,56.9321138246
15.6231393774,4.66377478313,20.829857737,ANd9GcQO3YqxAxRhmweSA-P7cG65l1ks-7FI796UhK2q6oFy8mCOo3tK.jpg,23.4191847008
-16.0699294237,10.6544484989,-9.09250176938,ANd9GcQO4WVZK_WIGJMEFOMm0M-B20kUbY0b23QzeQO-K1BDsUXRLBQQ2Q.jpg,58.8461121245
18.3649443798,-22.8303821104,7.10687778356,ANd9GcQoc-K2MrYf5JnQ5FhPwtCvYk8EjbYtUtmdshiFi2l6Ds5wLBmUqg.jpg,36.1740486465
-4.10676164571,-11.8516489394,-0.64673480363,ANd9GcQoM53rcZqmgRIhe4pAUYFCqpvLwlfZ-8TLVkE0Q-sn315dvrt0.jpg,60.04932937
-34.9789904187,-2.6618729891,-19.7647116315,ANd9GcQooF458yErkA79PNj14NblHu8sFOQnFbrACJ8XhLsKHUtXBb_-ew.jpg,68.2095658644
16.9098231058,6.38791669215,14.9533467368,ANd9GcQouo2VICwSfdtLYfPudCwPgUbt5glJ5yxLiyUz5RiyeBnPyEf9.jpg,47.6756994696
6.1710171899,-10.5457345794,17.8468059375,ANd9GcQov2JpsVI0UO50J4NiyhsuxMNw90ffXe6U7PCHVJeQFIUKLZ4qdA.jpg,27.6262814739
-32.0344057579,-16.0436251636,-11.4084182605,ANd9GcQOw3R6Yx9e8KsywpmhKGish-UWoPaZ11_Xyfh44IciTlvXluPO.jpg,45.7528920595
15.2311102797,-8.92213342736,-6.36332607678,ANd9GcQoyVwycL-7X1y0rwCOV7lFP3rnvK0eU26TsD3mJHn0wUGlYNt3.jpg,44.9242096277
17.8777938529,-7.54737288545,-4.17143570512,ANd9GcQP4Tq8XpBf1phnEOcac76ex5s9AAKbm5dSHiQecNtEr4gfn7bp.jpg,64.1403312633
-9.30376099545,-16.0337500309,-6.72091816341,ANd9GcQPJ0iuiQ8qo-lR2KspwEG9LZLuJEdW1oWcLiDbOxo5Ik9OB54kew.jpg,35.7148101806
-8.21627492986,-4.28715285052,-1.67415031218,ANd9GcQpnbZgrtKqtPwGIicxvlxQ8b42efKooxo3sWxrUUPEm-82Rkv6Xw.jpg,46.7478500358
16.4438856939,-10.3559103469,-4.21837789327,ANd9GcQPPblWWxrx4M2D5LjUqOCcs_8J7CBgnHv36Bpw3HT91ParVXSt.jpg,47.8513489296
22.8571370715,-8.28624592162,61.0387142556,ANd9GcQPpSzkX5_LfitE4KqfMBxrDqzgedwMI8lcIbQPrDOFfu6GJLB1.jpg,34.8238806137
32.8781878159,-10.7300238218,74.9089845345,ANd9GcQpRCbPjhEM5A-gHOs4MxNXV-p8UJ4frkHBwpgGk6qmbPLIGX9q.jpg,39.9453167522
6.30692738024,-13.6334505936,3.09868292773,ANd9GcQpsfbMhUgOBDJUq4iVUQ-Wivtc61X6ohPG4jAXS37YTN1O2c4.jpg,27.9628378601
15.8609670996,-11.6143137542,43.7668142193,ANd9GcQPtkSzAaqQJIoHlwwmjZeFef_RukkLkxfaJzTkNtMXfuYYU3hl.jpg,28.2016475159
-22.741059225,-4.82548771916,-4.93510897805,ANd9GcQpuOL6GaG-INJsfa9We7sMydXjclepWfhg0E1f0_W-Zd8XM0isUw.jpg,61.8164522398
-2.74421864955,-7.93289181174,-3.64750004637,ANd9GcQPvoPaOHF02HBVeafeQPeMdqzUG6Ry1t-WX9RklAKwvBPAPdCmhg.jpg,53.5702179203
0.00508829471081,-0.000274750118921,-0.000364672334829,ANd9GcQpwuBPfHNGbMWppmRMbtaZlxmwv4D9j_K_RDbAgLGIcMMPM2RX.jpg,66.3643634184
-15.529710997,-14.0853968784,-10.2705469992,ANd9GcQQg-BuqfCHiHsPFYmZlyF51GOK6JbeIubFLQOIYfoMdl83jXbB.jpg,50.3521159467
4.00940948348,-4.74254006148,-0.0270843651642,ANd9GcQQGE7WjywcbKvbEpw-Vt_UAoBRMQqdeAh-iQ20BK149ZhlKplKlQ.jpg,32.5396928271
41.3624406852,-19.4378026321,-12.0173959926,ANd9GcQqgNnAoeWrEqpZLf4yCWmcdrJVs9phLC9me95vy7H8w-OSnUMlDQ.jpg,49.4744810406
17.5261004309,-10.249695725,0.206572443905,ANd9GcQQliE4bXzbhUCew8zDMsCMslTL5GCj7dyUZnludWdvlBX4ZnWxgw.jpg,39.933078861
21.177115282,-17.7510051653,2.16005266313,ANd9GcQQOGZIvf8lzPV2Rt_q7YXgp0ZOpRzk6ggDssStsL0qCmr9L9DY.jpg,41.5191746144
4.40576166335,-12.6529211364,-8.0972425727,ANd9GcQqpU0IVJ6Pd6IDnA9ky_BBqpAcvuvhsA6iKtvq6KlenBFKcTgr.jpg,51.1620704355
7.76458899771,-0.765936787954,8.18610597597,ANd9GcQqRess069PPw970xOn56aqtqj_1J-Cc1JQ9mR_CzLkwd99hJoz.jpg,38.1253206864
3.08755633614,-19.1353329229,-7.28290135062,ANd9GcQQrhgUMog-BNhgTpdOft_jW6Ji5SoVCTphvbXjCIyHkf6qydfS.jpg,38.6610515414
8.88729236358,-18.6810118205,-8.99488195461,ANd9GcQQTi1KRIWMrxOwyL9rpMRkV8kj0Tp4x_OONaDvaPSgF_smjSNl.jpg,40.8213607603
22.6688866908,-3.4177159804,51.1164688284,ANd9GcQQTWsm_sYmfgzkJON27THSP0TztjVLEEbVSlcIe7lZUUajvwHRxA.jpg,33.2893991912
25.365649474,-10.6148063888,43.4000140363,ANd9GcQQu3ojtg_WSsdPM6X4iNaoejKW58tJmz8gEwBegOmmTAwQ8CXmaA.jpg,31.7613888346
18.2827338932,-13.0002326633,-6.5542070529,ANd9GcQr2cOUBuZ38erUDRLZMTPsEN_lmuIxzFNAJzQX4n7HYpJg-GDG.jpg,45.4391456947
18.0005200003,-9.12637844187,-0.144456758975,ANd9GcQrap4YDEaWobDwwjBX4hBrHFMgflYeGi1rtJaGMNWo8mwHGfxjwg.jpg,32.5171272486
-28.1712699001,-14.0987719352,-2.09026422398,ANd9GcQRGgfn4bVYXEnpl1-RrFp2QzOoUyBZwRMX3Hwj8WNIPmmMQVoF.jpg,51.6861787809
34.021858084,-16.4181228828,2.53902394242,ANd9GcQrH-zRM9kZGSjV4dNHPSKdDNMzVC0Uc0G5Xm4nG489N4lhLk1P.jpg,50.7993821765
-10.9765514996,-12.9544498156,-10.47740396,ANd9GcQRnAtUWToiZybbhuddZEnXND7aJO6qvCj6BAAHbCPldTMSj4WB2w.jpg,34.4781645149
-2.21083675408,-4.59989836262,1.45900249282,ANd9GcQrNbHEQmpbA-TdI4tCGQLtExOy7vAvmhvAV0QE00ApVCH7y0ZBBA.jpg,53.9006657021
3.82810496082,-25.8913388404,-12.4838375985,ANd9GcQrQP3vgcw4ge3kgvcI0cPewZTu-b1jYaI0dpOHd5zLzhWl26L9.jpg,41.4091652892
32.9221890127,-8.04421506797,-1.95876971468,ANd9GcQRrtET-55F7Wa9n_NGyHnK04gALPx95nJjz7gQP5OCEAvNq-BG.jpg,42.2125666446
-4.37448093293,-8.08863390411,-0.818324362975,ANd9GcQrt7PhgzX6S7TUBbSr076yA4q3DNkvThriETgMR4aMJ32hvTn_.jpg,51.1221515212
14.2064034031,-11.1842223114,18.792586237,ANd9GcQrtO368YabMWhlZg8yPGK-XA-k5ZI2Tt2Bq4sgMtbMfsPwGJK8.jpg,22.9289904846
-1.4595184233,-6.53557550197,25.1067533072,ANd9GcQRx2vZQKPRMPa7j6LSLPsAKAgLOnoHuosl2LP8Jc0Y3MQJFJv7.jpg,39.6230875787
7.31937997647,-6.46733106835,-0.779776188761,ANd9GcQrYzrWr39lOdYPGHPcJnlNpY2-9i4myv1BQKjE5c4VYP3rnmSC.jpg,34.5981529428
-3.01343161159,-5.21400634661,-0.815185627553,ANd9GcQrz1UgrU3pCv2kvoQ8GyFTTX9zM0bYCGyqQRmSS3IOn18KQAJe.jpg,62.7244696851
11.9695800664,-11.1444898531,0.906874415802,ANd9GcQSaxQN9ClX1CpXF0fj-ATB6t7cNg78XnkuvqpyijD9eWY1mD8h_A.jpg,40.221876283
12.7783825024,-9.22730758266,1.02623960811,ANd9GcQScY61Ha44xcQ6t0l5VCdRWACJrlk6n4lx3DVCUxASJQjAzY6Z.jpg,57.1948121169
9.44001265008,-8.56448553965,3.38411721264,ANd9GcQsd2zlwcqaM8khRxlOr3MWwnKFdZWV74tamImxMkKJGM81_NEK.jpg,32.2456381848
1.29234360674,-16.0985421681,-14.6612233271,ANd9GcQsEAE3mlJ42KwN995HE3d6ZX6O_NFuq25BaPMESm0qiHk5WrwfTQ.jpg,36.8534882545
0.00415428822511,2.73168068465,-0.000297733144938,ANd9GcQsj-BdubYPClYe0UPxEJNxZaB0PHV0TsYbJVp-YSyO2TXgd0tD.jpg,54.1825324957
14.3946857555,-13.4736194439,-3.03083379144,ANd9GcQslwfto_62zMFGjxv03059kgdQLmjbij-4NvJqYvYXDzcG_NplpQ.jpg,50.408265081
14.0119454177,-22.8616758076,0.648335597018,ANd9GcQSo1V6sulSmfrse07EmrAeLEsbsHQuMZm2VVpntRZINtiTgd2t.jpg,45.4610572052
-9.97232150728,-18.8125755479,-2.95551849372,ANd9GcQSOY8p2xvEExee70w66OHQSRbeq23fOzSP89uUgXJtYVt_QMmZzg.jpg,37.4918132773
-16.2135339516,-8.01252333358,26.7983425262,ANd9GcQsrr5LReQWOppF5LTwkOyjC1k33p8HG1Bn58lDv3AmYRoSsTp1.jpg,22.8873089357
33.8445035115,0.758516635019,66.8642207251,ANd9GcQSynaKOEEaZKSa-BJCsy29KzJ_Q778btizpxrE-MOhDb5-l2rxcg.jpg,43.9026772962
-0.37681844724,-3.59580172278,-1.54165569588,ANd9GcQT-YJ3hICQNXOy8uOK7Y9lm0aObuhrfnCAHGsIVz217ZcwSn12.jpg,46.2793436227
42.04207457,-8.03687885967,33.7669253005,ANd9GcQT-z3CA-ipfbzfd9HlQJYRxjQkUvZ0U4BMtltd3HvhvW1lrotE.jpg,54.5810315676
-14.4505696838,-6.15416626562,-7.91185222451,ANd9GcQT9yhx9qwcA4xre40-Cd0tqHd8Zf9NYPlLhGLT5lSCfhC9KrH0MQ.jpg,73.761297564
17.505521349,-6.36785809793,26.1646928528,ANd9GcQtEAQ5WEY6aiaaPCPHFZk4z0NGd6oZ5Te_nZHDckoqsLlr4QKz.jpg,44.8869188957
-7.58187116564,-11.998248666,23.9176730313,ANd9GcQtFjZzNBLOpzTLyt7eWW7hTIvZQni8UbHZfJjiRXohldnMmgsN.jpg,46.333161561
0.00327031864457,-0.000274750118921,-0.000234380043526,ANd9GcQtJeBbVmmnq6My_Z22NC-bKpmkzEX46FUOmrVG-S4rqwK0gpD3.jpg,42.6533106587
6.15604424668,-11.9909302315,1.95342879586,ANd9GcQTnYY5oVmftLKjFp0CQUWrNAG1hZwVFK1-CalaNMKXwxgmSTzt-g.jpg,32.1094318556
-15.7761054135,-10.8240499026,-11.6629668753,ANd9GcQTyA2gMDH7HRgybvfEwM3ODRvsoPn8e2Br2-5QbvXxc--16VyFsg.jpg,49.2844805445
34.9843866986,-20.8682779039,-10.013466724,ANd9GcQU7uznQJcsAkO31uom7h_CRvOH5QaL_5vWhdaogGMO2a9KaO4o.jpg,40.7815850663
18.6416725413,-3.29386176464,49.2337944114,ANd9GcQUauskGV2h3m9YH2CX0VC0OvHF4jL1GdUxZ_uM5YSySjl8oWytZA.jpg,33.4585185146
-0.236458937743,-7.80564204415,34.7266325873,ANd9GcQubE2twZZ5ti1N-yG0bg094XrjmBy6vlnFul9SGe6e7b1IaMIpPA.jpg,46.1588028693
-19.6510485866,-16.7050065242,-6.66047218635,ANd9GcQUC7bjm67c0EAub42zr2BiqBQ5osakxoFZiDibqoYWUehVML52.jpg,45.6101531231
-22.2051985763,-8.34858096366,-8.69655260054,ANd9GcQuLuliiB-Udqt59YVeF5SvK3lTS-MxAgDFw05EPa4lPtRPwKx8.jpg,50.5147662425
21.829819921,-22.7916066329,-16.2130832194,ANd9GcQUPrLjuU9UhZ-CgnGu9lW7Id-uhD4XUZ1Je62MWFBgBzWZjSUc.jpg,40.7125512457
9.46326815215,-7.78009338398,3.7088599343,ANd9GcQUqgBcG0dTb1Tv56U9ElCzLi4PoKgL8fi-Ls8orEVWUIchWGNxnw.jpg,44.6628453231
-2.37220297172,-8.30894745028,-1.28470669023,ANd9GcQurG9OonPUzm6tJNxv5EhpRIty81O8lstxyIEvGyFtwbzzLUMMgA.jpg,29.2557975459
-4.60766906545,1.59970585428,-1.9202172668,ANd9GcQUsf6AbJhY_H_lU05PyzqbAH669tFNdimaoRRATbstYnhBSi4U.jpg,59.9782064102
5.36797666313,-13.2709683427,-0.828579454613,ANd9GcQuUCd0sA19K8NA2LjOuofcZMDDoS6PDr7OAeJyzMaVAQTa2-Jp.jpg,38.3055384983
17.4944861046,-7.79035365706,0.0776678015704,ANd9GcQuYG6atLonJr65opBbOkSwLNWsCXq1Aq4NUEPiDtHS-p62Dcichg.jpg,30.8289865165
-7.42960038937,-19.1381742899,29.8010519109,ANd9GcQv-LbTERdjHNvfgRT2CA3W-9HHmKmWrKR-kjNBnW8IqZ9B45I-DQ.jpg,56.8388645233
1.98744390677,-12.3103152351,10.1542593041,ANd9GcQV2VuOnacUOwUZ8vqvSL4uaLLntgTRqnPo8bjV-npkgItZXaRK.jpg,39.4425369098
4.37867803984,-15.701061571,-10.9353374279,ANd9GcQVCkSN-bkBMccPCTTriTuXTURUVZmFeHpvsuU3BS6rDH2hyIYE.jpg,45.4842180431
-37.0482335457,-11.5684171528,-12.6197297787,ANd9GcQvfKjhROG__B70sgDT-cdDULrvy0a0EEW_DQW78xDsWcWZ6azQIQ.jpg,47.9718256691
-3.09510780593,-8.39147440398,-6.47589781088,ANd9GcQVPT03Y6zK6j7ieoWduXIgqiFADBg5Ip1rU4IUJsH5WhoEMWV8.jpg,49.8039683511
9.15605766882,-8.04845847664,15.7833571239,ANd9GcQVSV4PiEMenWys7kH1QVPmpbV43zbfTdu9-hWbVfpeAxbq8XVQEw.jpg,17.6320261068
5.14584125438,-9.85091058795,-2.73232310313,ANd9GcQvVu3Dh3dVBsYc-W2Gcxt-3nBQ5DNkT3OWf3m0wmuTABpbJZWhFw.jpg,32.4736498508
-0.579498548482,-2.81667558878,-1.02659502184,ANd9GcQvythiqIChLPcZn79ZBEcgDXXfzrd7piTGqEIAKl5RBxRNDaO9.jpg,30.8357540029
-2.74409240993,-16.384956218,-4.37039717638,ANd9GcQvZ63gsA15CmBL8z3kOP7_haK0lI50-66alxPCSMucuyfT0GRG.jpg,30.7230630899
3.44062879898,-23.1143473907,18.3404793106,ANd9GcQw-bn0VuKmsAoNMZDIg8Riej90cxMyyu9n7xPgPScu4ciwUyWL.jpg,54.7049989123
7.70683950543,-11.3435144729,14.7007118295,ANd9GcQWa02JP_-LQNysjkhufzln-sL3QPj_ka__scvNWd0ibnt1EPSb6w.jpg,45.0950197386
17.0453874616,-21.9384174253,-6.1534471732,ANd9GcQwbJ1hVSQxWoEv1yS8zJEnL2ZTHJ60CVPrrtHL-_j5zwgOEw8I.jpg,51.9878888218
-7.07178676407,-27.5345036991,-12.919857826,ANd9GcQwCy8g7u_D2mpAQlB3YgZCEH4SrXC3prCQy1ZS-z0GaCOax1zJWQ.jpg,45.0319077195
-10.3672448612,-5.98951438774,19.2782332374,ANd9GcQwd7IxedqNJgL_XAfVMmljq8M0-bb_6K49SHK2bn8lbpjfocJ1FA.jpg,29.3302644555
3.23533392104,-7.5964341438,5.11156148039,ANd9GcQwEHHS9sncprX2iQCC3iDf8JGb2fDU36PsrNqYEfcAasVIA97s.jpg,64.4643964772
1.46826562101,-16.0479921834,-5.42119618569,ANd9GcQwg1qJP00NRZgDot_aghowWx1Mpy0xAkoYPtbc0SkF5tZC3xJttg.jpg,41.2534422685
12.4611745019,-4.81199462119,4.60930328129,ANd9GcQwgaehr0E0BHaMthdfrvzNFB2SYelLMFXdm53dxC8gQW8XY0Rw.jpg,37.7142079601
28.1584930094,-24.3220381678,-16.8596843421,ANd9GcQWI0-i2RVTI5VcmTrFPTCa4Gz467ceHDQ_lgLPAgLyyvm1ltFvRA.jpg,45.4254598231
12.5149564948,-11.6953320787,57.1275559231,ANd9GcQwJC007HVv01rNsCW48UdnUvvk2O9AzvyYrJaVQod06P8ll-Sv.jpg,37.5545191158
30.3784599463,-8.33701782829,5.77610459644,ANd9GcQwpC0u43nlE58ZQQxHy9OprjmXoIUCfMRiZbMh9NyWQmRe7_vroA.jpg,36.8672339582
-3.7982359579,-19.3436310367,-21.2081280165,ANd9GcQwt1PA5RMe_id68Y4FG9Dx_Ykh6MNjDvMu6VtZz6FpkOjtMl-Urw.jpg,52.0857904336
5.26275431974,-16.0924088149,-7.1616551961,ANd9GcQWToN3pzlE3BK9z45iRDwVT25eI92JbSrActsJThEHW16sLExxfw.jpg,45.8084165175
-4.86651228199,-9.3100012922,-6.12590175992,ANd9GcQWUxwnpXgEtlWq99z_yo7ANyeKPEUPR0-EpBEgFDN5sihIE4c7Bg.jpg,49.0927928576
31.2992630867,-21.4833140069,-8.79851773546,ANd9GcQX-WqxXP22kPMu6y7cL59s_AUxY9qXZzrKp6r3u1Zg_U5FlBlr.jpg,45.0524132236
4.19104865905,-11.7261999059,-7.51856073308,ANd9GcQxeO-JhNR5ZkkMdnXCTWydlaxOfyhwfvUfbbxPFm0CnzjhXuDQ.jpg,49.6583154039
-6.65984846231,-3.22852933899,-2.56076800494,ANd9GcQxft4u1BetHXVluPbror5PxaDFwvuAS1uipQ5qMWp8mXUQ7AtG.jpg,48.0817050987
-10.4455631093,-15.4396120571,-8.63106520809,ANd9GcQXFtqStFxzwh0FEAGFmptE35z_b8kJfdxnNnrkh6k5BCMpALAFwg.jpg,49.038069455
4.79609402728,-3.61037809251,23.9332581161,ANd9GcQXhO4WLHnzFBjrrXA0pCegOE6_XDXPxpcBKDJv0XeqaHPDoITxsQ.jpg,25.9390790171
20.8754909575,-16.2664447161,14.5376692338,ANd9GcQXh_q7diyH2JUHppCMxL1BkHyNIOPkRNedXPXI0UyqNYWSGIAbNg.jpg,30.1517182976
26.3933337474,-20.7527554118,-6.89604674368,ANd9GcQxl-BnvY0FcPOh6JcZTbyPFRkw0YVv6RoCGIfVAAq2XG2EBBEAUQ.jpg,36.6572338186
29.3453171031,-4.32765700447,38.193801357,ANd9GcQXlNshRcQ7WX_PrDXQw9esYY8MKy7Wmacg39HEEDp4N2FSsUWw.jpg,52.0139768706
15.2465392988,-14.9107911247,-16.108285637,ANd9GcQxn1nBFqvijvZZKAtrMrzlzSPCMW-3OXSmAR6o5B4AgjlJXrFdRw.jpg,57.9633327996
23.0074393205,-7.01756959644,-4.30891134533,ANd9GcQxQuoHOq7myFEOBYjbC5BxfsAgujMdb2_2UjZrmSzrqMLCbtOW.jpg,46.273333172
-28.1967657035,10.4099985878,-16.2679997384,ANd9GcQXtN_PXmBq_Es-OJCsSyXo9TSK4xGqg9lkFD1BcQGvi5AXIoNL8g.jpg,79.236334028
-11.6292708296,-2.90255044204,-9.5237976146,ANd9GcQxWZRF3Jk-YhHi8V-3dmryaSx-8JGpn0_UEcxvp-hQwCBvcxwX.jpg,58.3916745586
24.6232549942,-7.85257088332,0.619733178343,ANd9GcQy38SM7FPIdFOgJx-lxE6jYOZ8v9mlBvOkkCzwi37uQOFk_ECWIw.jpg,31.2541511796
3.11807796102,-8.4460262686,38.437259505,ANd9GcQy4uqZufq4TT9jM4tTHCQb47MU6PK44gaL3h-WYjvxq4HQU1yUPQ.jpg,25.3594977342
